date,open,high,low,close,volume
2025-07-11,299500,306500,292000,294500,3732533
2025-07-14,292500,302500,292500,300000,2936976
2025-07-15,296000,298500,290000,298500,4196196
2025-07-16,298500,299500,292500,296000,3123297
2025-07-17,283500,289500,268000,269500,9328322
2025-07-18,270000,275000,267000,269000,5359504
2025-07-21,267500,274500,266500,272500,2424891
2025-07-22,273000,273500,267000,268500,3139858
2025-07-23,267500,271000,264500,269000,3116279
2025-07-24,277000,279000,269000,269500,3667144
2025-07-25,273000,275000,265500,266000,2171063
2025-07-28,261000,265500,258500,262000,2877357
2025-07-29,254500,265000,254500,262500,2944177
2025-07-30,263000,266000,260500,263500,2482807
2025-07-31,271000,274000,265500,273500,3472644
2025-08-01,266000,267000,257000,258000,3227394
2025-08-04,254500,260000,254000,258000,2281558
2025-08-05,264000,264500,260500,263500,2118171
2025-08-06,260500,260500,257500,258500,1374559
2025-08-07,258000,263000,250000,262000,2724438
2025-08-08,262000,266000,255500,256500,2676174
2025-08-11,260500,267500,260000,267000,2415473
2025-08-12,268000,276000,267500,269000,3008648
2025-08-13,278000,279000,274000,278000,3472694
2025-08-14,277500,277500,270500,276500,2101050
2025-08-18,272000,272000,267000,267500,1993220
2025-08-19,268500,270000,261500,263000,1709646
2025-08-20,254500,257000,251000,255500,3571545
2025-08-21,246500,251000,245000,245000,6301130
2025-08-22,245500,252500,245500,251000,3064062
2025-08-25,256000,261500,254000,259500,3183709
2025-08-26,259500,262500,257000,261500,2050625
2025-08-27,259000,261000,256000,260000,2801594
2025-08-28,254000,268500,253000,268500,3836024
2025-08-29,268000,270000,266000,269000,1892127
2025-09-01,259500,261000,255000,256000,1837054
2025-09-02,256000,261500,256000,260500,1584710
2025-09-03,259500,265500,257750,262500,2437896
2025-09-04,267000,271000,264500,265500,2189959
2025-09-05,273000,275000,272000,273500,3103427
2025-09-08,278500,279000,274000,277000,2018299
2025-09-09,278000,288500,277000,288000,4158342
2025-09-10,294500,305000,293000,304000,5265553
2025-09-11,310000,315000,305500,307000,5148088
2025-09-12,322000,329500,319000,328500,4242516
2025-09-15,339500,341500,325000,331000,4221256
2025-09-16,331500,354000,331500,348000,5841135
2025-09-17,341000,342500,333500,333500,4498866
2025-09-18,338500,357000,336500,353000,4526286
2025-09-19,351500,360000,348000,353000,4385543
2025-09-22,349000,359000,345250,351000,4377563
2025-09-23,355500,363000,353000,361000,3315336
2025-09-24,359000,364000,348500,357500,4165199
2025-09-25,352000,359000,349500,356500,2148215
2025-09-26,347500,349000,333000,336500,3685324
2025-09-29,339500,351000,339000,349000,2275986
2025-09-30,353000,356500,347500,347500,2238614
2025-10-01,351000,362000,351000,360000,2802437
2025-10-02,388500,404500,384000,395500,7430763
2025-10-10,426000,439250,416500,428000,6835852
2025-10-13,405500,415500,403000,415000,4356534
2025-10-14,425000,436500,406500,411500,4101275
2025-10-15,410500,424000,407000,422500,2688019
2025-10-16,421000,455000,420500,452500,4247934
2025-10-17,451500,475000,449500,465500,4541583
2025-10-20,477500,485500,465500,485500,3333903
2025-10-21,497000,502000,478000,479000,4126858
2025-10-22,475000,482000,469000,481500,3870276
2025-10-23,470000,488500,468000,478500,3583993
2025-10-24,493000,513000,491500,510000,4254202
2025-10-27,533000,537000,523000,535000,3381231
2025-10-28,521000,527000,509000,521000,5659008
2025-10-29,538000,559000,523000,558000,4803031
2025-10-30,558000,579000,552000,568000,4888461
2025-10-31,557000,566000,552000,559000,3351809
2025-11-03,557000,624000,555000,620000,5787058
2025-11-04,611000,614000,583000,586000,5969769
2025-11-05,563000,587000,532000,579000,8976222
2025-11-06,602000,607000,583000,593000,5321244
2025-11-07,577000,599000,565000,580000,4789397
2025-11-10,584000,615000,581000,606000,4893645
2025-11-11,622000,646000,604000,619000,5508697
2025-11-12,605000,620000,601000,617000,2831484
2025-11-13,607000,622000,607000,612000,3875541
2025-11-14,579000,585000,560000,560000,5778374
2025-11-17,588000,606000,584000,606000,4470947
2025-11-18,583000,591000,570000,570000,3544391
2025-11-19,563000,570000,546000,562000,4529736
2025-11-20,595000,597000,570000,571000,4670237
2025-11-21,518000,531000,514000,521000,6646712
2025-11-24,531000,542000,517000,520000,6399162
2025-11-25,546000,550000,518000,519000,3716730
2025-11-26,513000,528000,501000,524000,5127393
2025-11-27,535000,556000,533000,544000,3654092
2025-11-28,551000,552000,530000,530000,2680138
2025-12-01,542000,545000,525000,538000,3134704
2025-12-02,548000,559000,542000,558000,2686580
2025-12-03,550000,559000,544000,552000,2586619
2025-12-04,542000,543000,532000,542000,2858305
2025-12-05,530000,546000,527000,544000,3204933
2025-12-08,543000,580000,533000,577000,4288433
2025-12-09,569000,575000,564000,566000,2391174
2025-12-10,571000,593000,570000,587000,3986083
2025-12-11,583000,589000,565000,565000,4021907
2025-12-12,565000,579000,560000,571000,2646148
2025-12-15,535000,563500,535000,554000,2482125
2025-12-16,545000,551000,530000,530000,3287998
2025-12-17,530000,554000,525000,551000,2692626
2025-12-18,538000,563000,537000,552000,2959059
2025-12-19,569000,570000,547000,547000,3440005
2025-12-22,574000,580000,567000,580000,2878464
2025-12-23,585000,593000,581000,584000,2011188
2025-12-24,587000,591000,584000,588000,2160697
2025-12-26,594000,605000,590000,599000,4243548
2025-12-29,630000,640000,625000,640000,4176151
2025-12-30,639000,659000,634000,651000,4094603
2026-01-02,651000,679000,647000,677000,4181895
2026-01-05,698000,700000,684000,696000,4337511
2026-01-06,690000,727000,671000,726000,4830275
2026-01-07,760000,762000,728000,742000,5693115
2026-01-08,731000,788000,731000,756000,6496379
2026-01-09,744000,756000,727000,744000,4343703
2026-01-12,755000,762000,735000,749000,3329793
2026-01-13,753000,754000,724000,738000,3771944
2026-01-14,733000,750000,728000,742000,4885051
2026-01-15,732000,750000,727000,749000,3003414
2026-01-16,751000,763000,747000,756000,3712326
2026-01-19,755000,774000,750000,764000,3392008
2026-01-20,764000,764000,737000,743000,2762369
2026-01-21,729000,756000,728000,740000,5108442
2026-01-22,766000,773000,751000,755000,3545309
2026-01-23,754000,776000,744000,767000,3508272
2026-01-26,753000,754000,736000,736000,3133330
2026-01-27,738000,800000,733000,800000,5660198
2026-01-28,810000,854000,803000,841000,6708497
2026-01-29,879000,884000,819000,861000,6837983
2026-01-30,854000,931000,853000,909000,7875195
2026-02-02,870000,888000,830000,830000,7634191
2026-02-03,874000,907000,871000,907000,5272538
2026-02-04,884000,906000,883000,900000,3800763
2026-02-05,851000,877000,838000,842000,5473720
2026-02-06,805000,850000,791000,839000,5581574
2026-02-09,898000,899000,873000,887000,4228584
2026-02-10,894000,905000,876000,876000,3441377
2026-02-11,860000,874000,848000,860000,3125590
2026-02-12,882000,894000,878000,888000,4619344
2026-02-13,889000,903000,878000,880000,3534047
2026-02-19,905000,913000,888000,894000,3285109
2026-02-20,892000,955000,881000,949000,5054333
2026-02-23,980000,980000,941000,951000,3523887
2026-02-24,952000,1005000,946000,1005000,4102382
2026-02-25,1012000,1038000,1004000,1018000,3462525
2026-02-26,1024000,1099000,1023000,1099000,4461976
2026-02-27,1050000,1096000,1048000,1061000,6453062
2026-03-03,1022000,1040000,939000,939000,6818327
2026-03-04,894000,954000,846000,849000,9253420
2026-03-05,976000,992000,927000,941000,6442459
2026-03-06,912000,938000,885000,924000,3744322
2026-03-09,851000,864000,808000,836000,7253621
2026-03-10,915000,950000,899000,938000,5304897
2026-03-11,954000,985000,941000,955000,3916098
2026-03-12,938000,963000,928000,930000,3711742
2026-03-13,891000,929000,884000,910000,3645102
2026-03-16,925000,975000,924000,974000,3829496
2026-03-17,1009000,1010000,969000,970000,3326240
2026-03-18,1000000,1060000,999000,1056000,4347884
2026-03-19,1008000,1043000,1003000,1013000,3347483
2026-03-20,1023000,1026000,1002000,1007000,3426646
2026-03-23,952000,963000,927000,933000,3911813
2026-03-24,993000,994000,938000,986000,4352152
2026-03-25,1016000,1042000,988000,995000,4463869
2026-03-26,965000,973000,931000,933000,4660620
2026-03-27,890000,934000,880000,922000,4520942
2026-03-30,867000,884000,862000,873000,4498502
2026-03-31,817000,852000,806000,807000,7194351
2026-04-01,884000,905000,858000,893000,6255058
2026-04-02,912000,914000,818000,830000,6127534
2026-04-03,867000,886000,860000,876000,2927164
2026-04-06,877000,901500,869000,886000,3100989
2026-04-07,917000,933000,888000,916000,3619929
2026-04-08,1007000,1056000,992000,1033000,6709356
2026-04-09,1015000,1025000,990000,998000,5026817
2026-04-10,1030000,1042000,1024000,1027000,3134921
2026-04-13,999000,1043000,996000,1040000,2769753
2026-04-14,1092000,1128000,1078000,1103000,4754545
2026-04-15,1165000,1173000,1130000,1136000,4093703
2026-04-16,1141000,1161000,1130000,1155000,2901319
2026-04-17,1149000,1155000,1121000,1128000,3578235
2026-04-20,1148000,1175000,1141000,1166000,3748014
2026-04-21,1196000,1228000,1193000,1224000,3516960
2026-04-22,1227000,1233000,1195000,1223000,2894919
2026-04-23,1220000,1267000,1183000,1225000,5343871
2026-04-24,1237000,1242000,1193000,1222000,3127857
2026-04-27,1253000,1317000,1249000,1292000,4563073
2026-04-28,1313000,1328000,1296000,1300000,3002713
2026-04-29,1284000,1317000,1281000,1293000,3001208
2026-04-30,1312000,1325000,1286000,1286000,3342342
2026-05-04,1339000,1450000,1333000,1447000,5776641
2026-05-06,1590000,1614000,1557000,1601000,6631934
2026-05-07,1622000,1665000,1567000,1654000,5860618
2026-05-08,1591000,1689000,1591000,1686000,4278087
2026-05-11,1833000,1949000,1826000,1880000,7433039
2026-05-12,1944000,1967000,1804000,1835000,9160593
2026-05-13,1781000,1990000,1781000,1976000,7126921
2026-05-14,1976000,1994000,1937000,1970000,6040068
2026-05-15,1950000,1995000,1789000,1819000,7485233
2026-05-18,1780000,1897000,1731000,1840000,6481608
2026-05-19,1791000,1823000,1740000,1745000,4575855
2026-05-20,1743000,1778000,1690000,1745000,5535123
2026-05-21,1801000,1954000,1796000,1940000,5096690
2026-05-22,1942000,1952000,1912000,1941000,3135190
2026-05-26,2008000,2087000,2006000,2052000,4903591
2026-05-27,2279000,2358000,2200000,2243000,7545783
2026-05-28,2189000,2305000,2151000,2289000,6229499
2026-05-29,2352000,2379000,2290500,2333000,8518013
2026-06-01,2299000,2398000,2296000,2363000,5602897
2026-06-02,2376000,2407000,2259000,2360000,5837216
2026-06-04,2284000,2327000,2262000,2298000,3941067
2026-06-05,2142000,2188000,2070000,2070000,5778751
2026-06-08,1856000,2072000,1855000,1911000,6610833
2026-06-09,2050000,2226000,1998000,2215000,5878039
2026-06-10,2137000,2180000,1992000,2048000,4928269
2026-06-11,1975000,2163000,1960000,2101000,6625775
2026-06-12,2281000,2304000,2150000,2150000,5286416
2026-06-15,2283000,2322000,2265000,2288000,3872910
2026-06-16,2381000,2400000,2286000,2382000,3644469
2026-06-17,2335000,2523000,2334000,2521000,3980010
2026-06-18,2556000,2738000,2556000,2685000,5808765
2026-06-19,2824000,2891000,2688000,2764000,7478195
2026-06-22,2728000,2945000,2728000,2919000,5179795
2026-06-23,2898000,2943000,2536000,2555000,8050335
2026-06-24,2598000,2703000,2453000,2580000,7487916
2026-06-25,2865000,2987000,2749000,2917000,6790853
2026-06-26,2850000,2880000,2600000,2673000,7467492
2026-06-29,2636000,2688000,2517000,2628000,5217788
2026-06-30,2608000,2742000,2541000,2650000,5109213
2026-07-01,2665000,2723000,2502000,2560000,4277276
2026-07-02,2351000,2448000,2187000,2187000,7685914
2026-07-03,2197000,2454000,2045000,2425000,7984914
2026-07-06,2450000,2497000,2292000,2343000,4235360
2026-07-07,2289000,2343000,2080000,2201000,6351195
2026-07-08,2118000,2329000,2076000,2076000,6975631
2026-07-09,2228000,2270000,2091000,2186000,6261504
2026-07-10,2296000,2305000,2166000,2180000,4827239
2026-07-13,2113000,2142000,1839000,1845000,8040043
2026-07-14,1825000,1936000,1678000,1913000,10447011
2026-07-15,2120000,2171000,2070000,2082000,6046951
2026-07-16,1902000,1919000,1821000,1842000,5608812
2026-07-20,1745000,1892000,1735000,1764000,5876444
2026-07-21,1775000,1889000,1732000,1836000,4639208
2026-07-22,1977000,2006000,1830000,1830000,4802637
2026-07-23,1910000,1948000,1845000,1919000,4119477
2026-07-24,1894000,1894000,1752000,1759000,4935624
2026-07-27,1814000,1821000,1707000,1816000,4030933
2026-07-28,1662000,1674000,1550000,1550000,8120587
2026-07-29,1567000,1619000,1246000,1401000,12428883
2026-07-30,1361000,1459000,1287000,1322000,9543189
2026-07-31,1697000,1718000,1586000,1718000,10499619
2026-08-03,1642000,1645000,1562000,1567000,5432833
2026-08-04,1620000,1630000,1483000,1577000,5391210
2026-08-05,1693000,1701000,1647000,1668000,3945674
2026-08-06,1600000,1606000,1481000,1495000,5498295
2026-08-07,1521000,1542000,1409000,1422000,5002539
2026-08-10,1443000,1487000,1397000,1420000,3295283
2026-08-11,1405000,1455000,1373000,1425000,3817655
2026-08-12,1456000,1549000,1440000,1504000,4566672
2026-08-13,1582000,1634000,1567000,1593000,4680347
2026-08-14,1695000,1697000,1626000,1645000,4520990
2026-08-18,1736000,1792000,1640000,1662000,5139000
2026-08-19,1545000,1559000,1486000,1500000,4223067
2026-08-20,1613000,1720000,1576000,1691000,5452970
2026-08-21,1675000,1773000,1669000,1730000,4274294
2026-08-24,1775000,1792000,1670000,1671000,3994599
2026-08-25,1598000,1687000,1557000,1678000,4029660
2026-08-26,1668000,1735000,1662000,1688000,2923810
2026-08-27,1776000,1788000,1708000,1730000,3264042
2026-08-28,1704000,1725000,1653000,1653000,3531892
2026-08-31,1596000,1674000,1577000,1674000,3980661
2026-09-01,1666000,1713000,1652000,1693000,2727724
2026-09-02,1630000,1661000,1612000,1613000,2568478
2026-09-03,1643000,1649000,1558000,1596000,2632758
2026-09-04,1620000,1683000,1620000,1647000,2827892
2026-09-07,1737000,1783000,1733000,1783000,3480094
2026-09-08,1799000,1889000,1777000,1793000,4164618
2026-09-09,1795000,1883000,1795000,1863000,1991299
